database,iam model,model label,scenario,scenario label,scenario key,warming bin,year,market,method,market name,location,impact category,indicator,unit,score per kg H2,impact label,market availability,reference score per kg H2,change from reference (%)
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Generic,"('EF v3.1', 'acidification', 'accumulated exceedance (AE)')","market for hydrogen, gaseous, low pressure",RER,acidification,accumulated exceedance (AE),mol H+-Eq,0.025219842875177194,Acidification,available,0.025219842875177194,0.0
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Generic,"('EF v3.1', 'water use', 'user deprivation potential (deprivation-weighted water consumption)')","market for hydrogen, gaseous, low pressure",RER,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,3.0985892353620628,Water use,available,3.0985892353620628,0.0
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Generic,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","market for hydrogen, gaseous, low pressure",RER,"climate change — GWP 100a, incl. H (premise_gwp)","GWP 100a, incl. H",kg CO2-Eq,4.362875007873361,Climate change — premise GWP incl. H₂,available,4.362875007873361,0.0
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Generic,"('EF v3.1', 'acidification', 'accumulated exceedance (AE)')","market for hydrogen, gaseous, low pressure",RER,acidification,accumulated exceedance (AE),mol H+-Eq,0.02926349821341052,Acidification,available,0.025219842875177194,16.033626213481778
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Generic,"('EF v3.1', 'climate change', 'global warming potential (GWP100)')","market for hydrogen, gaseous, low pressure",RER,climate change,global warming potential (GWP100),kg CO2-Eq,0.8834796381911261,Climate change — EF 3.1,available,4.262561250225327,-79.27350279965071
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Generic,"('EF v3.1', 'ecotoxicity: freshwater', 'comparative toxic unit for ecosystems (CTUe)')","market for hydrogen, gaseous, low pressure",RER,ecotoxicity: freshwater,comparative toxic unit for ecosystems (CTUe),CTUe,37.288029582195975,Ecotoxicity — freshwater,available,27.59929216901875,35.10502136737115
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Generic,"('EF v3.1', 'energy resources: non-renewable', 'abiotic depletion potential (ADP): fossil fuels')","market for hydrogen, gaseous, low pressure",RER,energy resources: non-renewable,abiotic depletion potential (ADP): fossil fuels,"MJ, net calorific value",49.33013819625339,Resource use — energy carriers,available,149.1596877824034,-66.92796899104736
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Generic,"('EF v3.1', 'eutrophication: freshwater', 'fraction of nutrients reaching freshwater end compartment (P)')","market for hydrogen, gaseous, low pressure",RER,eutrophication: freshwater,fraction of nutrients reaching freshwater end compartment (P),kg P-Eq,0.0014013980018766597,Eutrophication — freshwater,available,0.0011210499087250844,25.007637123881633
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Generic,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')","market for hydrogen, gaseous, low pressure",RER,eutrophication: marine,fraction of nutrients reaching marine end compartment (N),kg N-Eq,0.003344312635463211,Eutrophication — marine,available,0.0037148602192233903,-9.97473826451656
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Generic,"('EF v3.1', 'eutrophication: terrestrial', 'accumulated exceedance (AE)')","market for hydrogen, gaseous, low pressure",RER,eutrophication: terrestrial,accumulated exceedance (AE),mol N-Eq,0.04081540174377458,Eutrophication — terrestrial,available,0.044728465270769076,-8.74848601065631
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Generic,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')","market for hydrogen, gaseous, low pressure",RER,human toxicity: carcinogenic,comparative toxic unit for human (CTUh),CTUh,3.307748859848405e-09,Human toxicity — cancer,available,2.387305222761416e-09,38.555758531048
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Generic,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')","market for hydrogen, gaseous, low pressure",RER,human toxicity: non-carcinogenic,comparative toxic unit for human (CTUh),CTUh,2.084103358945574e-07,Human toxicity — non-cancer,available,1.430563575938645e-07,45.684078219181394
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Generic,"('EF v3.1', 'ionising radiation: human health', 'human exposure efficiency relative to u235')","market for hydrogen, gaseous, low pressure",RER,ionising radiation: human health,human exposure efficiency relative to u235,kBq U235-Eq,2.2415317607019523,Ionising radiation — human health,available,4.1681129988155305,-46.22190518013937
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Generic,"('EF v3.1', 'land use', 'soil quality index')","market for hydrogen, gaseous, low pressure",RER,land use,soil quality index,dimensionless,78.60568691150068,Land use,available,40.41893751004376,94.47737064332243
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Generic,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')","market for hydrogen, gaseous, low pressure",RER,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,0.00016478023325378492,Resource use — minerals and metals,available,0.00010237167213217693,60.96272515801963
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Generic,"('EF v3.1', 'ozone depletion', 'ozone depletion potential (ODP)')","market for hydrogen, gaseous, low pressure",RER,ozone depletion,ozone depletion potential (ODP),kg CFC-11-Eq,1.8194746001184227e-07,Ozone depletion,available,3.2028556506732834e-07,-43.19211358351587
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Generic,"('EF v3.1', 'particulate matter formation', 'impact on human health')","market for hydrogen, gaseous, low pressure",RER,particulate matter formation,impact on human health,disease incidence,1.568449181788291e-07,Particulate matter,available,1.588384529142825e-07,-1.2550706071968647
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Generic,"('EF v3.1', 'photochemical oxidant formation: human health', 'tropospheric ozone concentration increase')","market for hydrogen, gaseous, low pressure",RER,photochemical oxidant formation: human health,tropospheric ozone concentration increase,kg NMVOC-Eq,0.01046404429626483,Photochemical ozone formation,available,0.01319557344842957,-20.700344421104514
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Generic,"('EF v3.1', 'water use', 'user deprivation potential (deprivation-weighted water consumption)')","market for hydrogen, gaseous, low pressure",RER,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2.7823570947685647,Water use,available,3.0985892353620628,-10.205681249536358
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2040_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2040,Generic,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","market for hydrogen, gaseous, low pressure",RER,"climate change — GWP 100a, incl. H (premise_gwp)","GWP 100a, incl. H",kg CO2-Eq,0.9875078722187575,Climate change — premise GWP incl. H₂,available,4.362875007873361,-77.3656620820749
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2050,Generic,"('EF v3.1', 'acidification', 'accumulated exceedance (AE)')","market for hydrogen, gaseous, low pressure",RER,acidification,accumulated exceedance (AE),mol H+-Eq,0.024634622818552106,Acidification,available,0.025219842875177194,-2.3204746338887556
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2050,Generic,"('EF v3.1', 'climate change', 'global warming potential (GWP100)')","market for hydrogen, gaseous, low pressure",RER,climate change,global warming potential (GWP100),kg CO2-Eq,0.6328238927845641,Climate change — EF 3.1,available,4.262561250225327,-85.15390499664697
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2050,Generic,"('EF v3.1', 'ecotoxicity: freshwater', 'comparative toxic unit for ecosystems (CTUe)')","market for hydrogen, gaseous, low pressure",RER,ecotoxicity: freshwater,comparative toxic unit for ecosystems (CTUe),CTUe,34.66479557542175,Ecotoxicity — freshwater,available,27.59929216901875,25.60030656994274
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2050,Generic,"('EF v3.1', 'energy resources: non-renewable', 'abiotic depletion potential (ADP): fossil fuels')","market for hydrogen, gaseous, low pressure",RER,energy resources: non-renewable,abiotic depletion potential (ADP): fossil fuels,"MJ, net calorific value",16.00227483551272,Resource use — energy carriers,available,149.1596877824034,-89.27171605584407
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2050,Generic,"('EF v3.1', 'eutrophication: freshwater', 'fraction of nutrients reaching freshwater end compartment (P)')","market for hydrogen, gaseous, low pressure",RER,eutrophication: freshwater,fraction of nutrients reaching freshwater end compartment (P),kg P-Eq,0.0013047707153407296,Eutrophication — freshwater,available,0.0011210499087250844,16.388280770173914
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2050,Generic,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')","market for hydrogen, gaseous, low pressure",RER,eutrophication: marine,fraction of nutrients reaching marine end compartment (N),kg N-Eq,0.0023929924944878613,Eutrophication — marine,available,0.0037148602192233903,-35.5832426182612
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2050,Generic,"('EF v3.1', 'eutrophication: terrestrial', 'accumulated exceedance (AE)')","market for hydrogen, gaseous, low pressure",RER,eutrophication: terrestrial,accumulated exceedance (AE),mol N-Eq,0.027947978474398286,Eutrophication — terrestrial,available,0.044728465270769076,-37.51634824666601
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2050,Generic,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')","market for hydrogen, gaseous, low pressure",RER,human toxicity: carcinogenic,comparative toxic unit for human (CTUh),CTUh,3.1793233265426e-09,Human toxicity — cancer,available,2.387305222761416e-09,33.176239729624946
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2050,Generic,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')","market for hydrogen, gaseous, low pressure",RER,human toxicity: non-carcinogenic,comparative toxic unit for human (CTUh),CTUh,2.0712325525793857e-07,Human toxicity — non-cancer,available,1.430563575938645e-07,44.784376410560746
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2050,Generic,"('EF v3.1', 'ionising radiation: human health', 'human exposure efficiency relative to u235')","market for hydrogen, gaseous, low pressure",RER,ionising radiation: human health,human exposure efficiency relative to u235,kBq U235-Eq,0.612342411860982,Ionising radiation — human health,available,4.1681129988155305,-85.30888169214717
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2050,Generic,"('EF v3.1', 'land use', 'soil quality index')","market for hydrogen, gaseous, low pressure",RER,land use,soil quality index,dimensionless,70.96694538579378,Land use,available,40.41893751004376,75.57845346171976
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2050,Generic,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')","market for hydrogen, gaseous, low pressure",RER,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,0.00015883223234358442,Resource use — minerals and metals,available,0.00010237167213217693,55.15252318874755
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2050,Generic,"('EF v3.1', 'ozone depletion', 'ozone depletion potential (ODP)')","market for hydrogen, gaseous, low pressure",RER,ozone depletion,ozone depletion potential (ODP),kg CFC-11-Eq,1.6750182772849584e-07,Ozone depletion,available,3.2028556506732834e-07,-47.70234877950722
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2050,Generic,"('EF v3.1', 'particulate matter formation', 'impact on human health')","market for hydrogen, gaseous, low pressure",RER,particulate matter formation,impact on human health,disease incidence,1.1973000911407118e-07,Particulate matter,available,1.588384529142825e-07,-24.621521478376696
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2050,Generic,"('EF v3.1', 'photochemical oxidant formation: human health', 'tropospheric ozone concentration increase')","market for hydrogen, gaseous, low pressure",RER,photochemical oxidant formation: human health,tropospheric ozone concentration increase,kg NMVOC-Eq,0.007565769125370887,Photochemical ozone formation,available,0.01319557344842957,-42.6643400156944
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2050,Generic,"('EF v3.1', 'water use', 'user deprivation potential (deprivation-weighted water consumption)')","market for hydrogen, gaseous, low pressure",RER,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,2.2552149782255912,Water use,available,3.0985892353620628,-27.218007714982758
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2050_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2050,Generic,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","market for hydrogen, gaseous, low pressure",RER,"climate change — GWP 100a, incl. H (premise_gwp)","GWP 100a, incl. H",kg CO2-Eq,0.7333686533590005,Climate change — premise GWP incl. H₂,available,4.362875007873361,-83.19070218524382
