database,iam model,model label,scenario,scenario label,scenario key,warming bin,year,market,method,market name,location,impact category,indicator,unit,score per kg H2,impact label,market availability
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Generic,"('EF v3.1', 'acidification', 'accumulated exceedance (AE)')","market for hydrogen, gaseous, low pressure",RER,acidification,accumulated exceedance (AE),mol H+-Eq,0.025219842875177194,Acidification,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Generic,"('EF v3.1', 'photochemical oxidant formation: human health', 'tropospheric ozone concentration increase')","market for hydrogen, gaseous, low pressure",RER,photochemical oxidant formation: human health,tropospheric ozone concentration increase,kg NMVOC-Eq,0.01319557344842957,Photochemical ozone formation,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Generic,"('EF v3.1', 'water use', 'user deprivation potential (deprivation-weighted water consumption)')","market for hydrogen, gaseous, low pressure",RER,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,3.0985892353620628,Water use,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Generic,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","market for hydrogen, gaseous, low pressure",RER,"climate change — GWP 100a, incl. H (premise_gwp)","GWP 100a, incl. H",kg CO2-Eq,4.362875007873361,Climate change — premise GWP incl. H₂,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Transport,"('EF v3.1', 'acidification', 'accumulated exceedance (AE)')","market for hydrogen, gaseous, low pressure, for transport",EUR,acidification,accumulated exceedance (AE),mol H+-Eq,0.02673023130704699,Acidification,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Transport,"('EF v3.1', 'climate change', 'global warming potential (GWP100)')","market for hydrogen, gaseous, low pressure, for transport",EUR,climate change,global warming potential (GWP100),kg CO2-Eq,4.421153497383366,Climate change — EF 3.1,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Transport,"('EF v3.1', 'ecotoxicity: freshwater', 'comparative toxic unit for ecosystems (CTUe)')","market for hydrogen, gaseous, low pressure, for transport",EUR,ecotoxicity: freshwater,comparative toxic unit for ecosystems (CTUe),CTUe,29.4558423149442,Ecotoxicity — freshwater,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Transport,"('EF v3.1', 'energy resources: non-renewable', 'abiotic depletion potential (ADP): fossil fuels')","market for hydrogen, gaseous, low pressure, for transport",EUR,energy resources: non-renewable,abiotic depletion potential (ADP): fossil fuels,"MJ, net calorific value",156.77952202329357,Resource use — energy carriers,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Transport,"('EF v3.1', 'eutrophication: freshwater', 'fraction of nutrients reaching freshwater end compartment (P)')","market for hydrogen, gaseous, low pressure, for transport",EUR,eutrophication: freshwater,fraction of nutrients reaching freshwater end compartment (P),kg P-Eq,0.0011992412977270264,Eutrophication — freshwater,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Transport,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')","market for hydrogen, gaseous, low pressure, for transport",EUR,eutrophication: marine,fraction of nutrients reaching marine end compartment (N),kg N-Eq,0.003964386687364349,Eutrophication — marine,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Transport,"('EF v3.1', 'eutrophication: terrestrial', 'accumulated exceedance (AE)')","market for hydrogen, gaseous, low pressure, for transport",EUR,eutrophication: terrestrial,accumulated exceedance (AE),mol N-Eq,0.04751843347968643,Eutrophication — terrestrial,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Transport,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')","market for hydrogen, gaseous, low pressure, for transport",EUR,human toxicity: carcinogenic,comparative toxic unit for human (CTUh),CTUh,2.565565146513065e-09,Human toxicity — cancer,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Transport,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')","market for hydrogen, gaseous, low pressure, for transport",EUR,human toxicity: non-carcinogenic,comparative toxic unit for human (CTUh),CTUh,1.5425153440962696e-07,Human toxicity — non-cancer,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Transport,"('EF v3.1', 'ionising radiation: human health', 'human exposure efficiency relative to u235')","market for hydrogen, gaseous, low pressure, for transport",EUR,ionising radiation: human health,human exposure efficiency relative to u235,kBq U235-Eq,4.474453719566261,Ionising radiation — human health,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Transport,"('EF v3.1', 'land use', 'soil quality index')","market for hydrogen, gaseous, low pressure, for transport",EUR,land use,soil quality index,dimensionless,43.37925065635511,Land use,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Transport,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')","market for hydrogen, gaseous, low pressure, for transport",EUR,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,0.00011005716174545485,Resource use — minerals and metals,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Transport,"('EF v3.1', 'ozone depletion', 'ozone depletion potential (ODP)')","market for hydrogen, gaseous, low pressure, for transport",EUR,ozone depletion,ozone depletion potential (ODP),kg CFC-11-Eq,3.2974942733851067e-07,Ozone depletion,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Transport,"('EF v3.1', 'particulate matter formation', 'impact on human health')","market for hydrogen, gaseous, low pressure, for transport",EUR,particulate matter formation,impact on human health,disease incidence,1.694036064318547e-07,Particulate matter,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Transport,"('EF v3.1', 'photochemical oxidant formation: human health', 'tropospheric ozone concentration increase')","market for hydrogen, gaseous, low pressure, for transport",EUR,photochemical oxidant formation: human health,tropospheric ozone concentration increase,kg NMVOC-Eq,0.013906818983282563,Photochemical ozone formation,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Transport,"('EF v3.1', 'water use', 'user deprivation potential (deprivation-weighted water consumption)')","market for hydrogen, gaseous, low pressure, for transport",EUR,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,3.300736303348412,Water use,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Transport,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","market for hydrogen, gaseous, low pressure, for transport",EUR,"climate change — GWP 100a, incl. H (premise_gwp)","GWP 100a, incl. H",kg CO2-Eq,4.556702459806748,Climate change — premise GWP incl. H₂,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Chemicals,"('EF v3.1', 'acidification', 'accumulated exceedance (AE)')","market for hydrogen, gaseous, low pressure, for chemicals",EUR,acidification,accumulated exceedance (AE),mol H+-Eq,0.02497461697696837,Acidification,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Chemicals,"('EF v3.1', 'climate change', 'global warming potential (GWP100)')","market for hydrogen, gaseous, low pressure, for chemicals",EUR,climate change,global warming potential (GWP100),kg CO2-Eq,4.233999197072151,Climate change — EF 3.1,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Chemicals,"('EF v3.1', 'ecotoxicity: freshwater', 'comparative toxic unit for ecosystems (CTUe)')","market for hydrogen, gaseous, low pressure, for chemicals",EUR,ecotoxicity: freshwater,comparative toxic unit for ecosystems (CTUe),CTUe,27.301937807805878,Ecotoxicity — freshwater,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Chemicals,"('EF v3.1', 'energy resources: non-renewable', 'abiotic depletion potential (ADP): fossil fuels')","market for hydrogen, gaseous, low pressure, for chemicals",EUR,energy resources: non-renewable,abiotic depletion potential (ADP): fossil fuels,"MJ, net calorific value",147.76477960122372,Resource use — energy carriers,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Chemicals,"('EF v3.1', 'eutrophication: freshwater', 'fraction of nutrients reaching freshwater end compartment (P)')","market for hydrogen, gaseous, low pressure, for chemicals",EUR,eutrophication: freshwater,fraction of nutrients reaching freshwater end compartment (P),kg P-Eq,0.0011074143626049228,Eutrophication — freshwater,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Chemicals,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')","market for hydrogen, gaseous, low pressure, for chemicals",EUR,eutrophication: marine,fraction of nutrients reaching marine end compartment (N),kg N-Eq,0.0036783272011019896,Eutrophication — marine,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Chemicals,"('EF v3.1', 'eutrophication: terrestrial', 'accumulated exceedance (AE)')","market for hydrogen, gaseous, low pressure, for chemicals",EUR,eutrophication: terrestrial,accumulated exceedance (AE),mol N-Eq,0.04432030143559506,Eutrophication — terrestrial,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Chemicals,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')","market for hydrogen, gaseous, low pressure, for chemicals",EUR,human toxicity: carcinogenic,comparative toxic unit for human (CTUh),CTUh,2.3548442214770827e-09,Human toxicity — cancer,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Chemicals,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')","market for hydrogen, gaseous, low pressure, for chemicals",EUR,human toxicity: non-carcinogenic,comparative toxic unit for human (CTUh),CTUh,1.4117482503815168e-07,Human toxicity — non-cancer,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Chemicals,"('EF v3.1', 'ionising radiation: human health', 'human exposure efficiency relative to u235')","market for hydrogen, gaseous, low pressure, for chemicals",EUR,ionising radiation: human health,human exposure efficiency relative to u235,kBq U235-Eq,4.11190141764172,Ionising radiation — human health,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Chemicals,"('EF v3.1', 'land use', 'soil quality index')","market for hydrogen, gaseous, low pressure, for chemicals",EUR,land use,soil quality index,dimensionless,39.89752103028704,Land use,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Chemicals,"('EF v3.1', 'material resources: metals/minerals', 'abiotic depletion potential (ADP): elements (ultimate reserves)')","market for hydrogen, gaseous, low pressure, for chemicals",EUR,material resources: metals/minerals,abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,0.00010100629680492854,Resource use — minerals and metals,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Chemicals,"('EF v3.1', 'ozone depletion', 'ozone depletion potential (ODP)')","market for hydrogen, gaseous, low pressure, for chemicals",EUR,ozone depletion,ozone depletion potential (ODP),kg CFC-11-Eq,3.184891838712662e-07,Ozone depletion,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Chemicals,"('EF v3.1', 'particulate matter formation', 'impact on human health')","market for hydrogen, gaseous, low pressure, for chemicals",EUR,particulate matter formation,impact on human health,disease incidence,1.5695992873805043e-07,Particulate matter,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Chemicals,"('EF v3.1', 'photochemical oxidant formation: human health', 'tropospheric ozone concentration increase')","market for hydrogen, gaseous, low pressure, for chemicals",EUR,photochemical oxidant formation: human health,tropospheric ozone concentration increase,kg NMVOC-Eq,0.01308077836967612,Photochemical ozone formation,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Chemicals,"('EF v3.1', 'water use', 'user deprivation potential (deprivation-weighted water consumption)')","market for hydrogen, gaseous, low pressure, for chemicals",EUR,water use,user deprivation potential (deprivation-weighted water consumption),m3 world Eq deprived,3.0606562723618707,Water use,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Chemicals,"('IPCC 2021', 'climate change', 'GWP 100a, incl. H')","market for hydrogen, gaseous, low pressure, for chemicals",EUR,"climate change — GWP 100a, incl. H (premise_gwp)","GWP 100a, incl. H",kg CO2-Eq,4.318694108798446,Climate change — premise GWP incl. H₂,available
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Steel,"('EF v3.1', 'acidification', 'accumulated exceedance (AE)')",,,acidification,accumulated exceedance (AE),mol H+-Eq,,Acidification,NA — market not generated
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Steel,"('EF v3.1', 'climate change', 'global warming potential (GWP100)')",,,climate change,global warming potential (GWP100),kg CO2-Eq,,Climate change — EF 3.1,NA — market not generated
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Steel,"('EF v3.1', 'ecotoxicity: freshwater', 'comparative toxic unit for ecosystems (CTUe)')",,,ecotoxicity: freshwater,comparative toxic unit for ecosystems (CTUe),CTUe,,Ecotoxicity — freshwater,NA — market not generated
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Steel,"('EF v3.1', 'energy resources: non-renewable', 'abiotic depletion potential (ADP): fossil fuels')",,,energy resources: non-renewable,abiotic depletion potential (ADP): fossil fuels,"MJ, net calorific value",,Resource use — energy carriers,NA — market not generated
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Steel,"('EF v3.1', 'eutrophication: freshwater', 'fraction of nutrients reaching freshwater end compartment (P)')",,,eutrophication: freshwater,fraction of nutrients reaching freshwater end compartment (P),kg P-Eq,,Eutrophication — freshwater,NA — market not generated
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Steel,"('EF v3.1', 'eutrophication: marine', 'fraction of nutrients reaching marine end compartment (N)')",,,eutrophication: marine,fraction of nutrients reaching marine end compartment (N),kg N-Eq,,Eutrophication — marine,NA — market not generated
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Steel,"('EF v3.1', 'eutrophication: terrestrial', 'accumulated exceedance (AE)')",,,eutrophication: terrestrial,accumulated exceedance (AE),mol N-Eq,,Eutrophication — terrestrial,NA — market not generated
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Steel,"('EF v3.1', 'human toxicity: carcinogenic', 'comparative toxic unit for human (CTUh)')",,,human toxicity: carcinogenic,comparative toxic unit for human (CTUh),CTUh,,Human toxicity — cancer,NA — market not generated
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Steel,"('EF v3.1', 'human toxicity: non-carcinogenic', 'comparative toxic unit for human (CTUh)')",,,human toxicity: non-carcinogenic,comparative toxic unit for human (CTUh),CTUh,,Human toxicity — non-cancer,NA — market not generated
ecoinvent-3.12-cutoff_remind-SSP1-PkBudg650_2030_06-2_full,remind,REMIND,SSP1-PkBudg650,REMIND — SSP1-PkBudg650,remind | SSP1-PkBudg650,<2.0 °C,2030,Steel,"('EF v3.1', 'ionising radiation: human health', 'human exposure efficiency relative to u235')",,,ionising radiation: human health,human exposure efficiency relative to u235,kBq U235-Eq,,Ionising radiation — human health,NA — market not generated
